,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,1.wav,129.19921875,165725,1294.7265625,0.45399782061576843,0.30737853050231934,0.09448155760765076,0.6624984499884742,0.22385897538261015,0.05011284085935206,0.2847048080467996,0.04771274052460533,0.0022765056083683156,1.0079206228256226,25.101303100585938,630.075439453125,-10.990206718444824,83.60482025146484,6989.76611328125,0.004880695138126612,3.429257392883301,11.759806632995605,1597.5962585962998,1350.7180237677474,1824439.1797310486,1455.4740571496654,757.2947752175655,573495.376571823,18.831311121366113,9.083092103956371,82.50256216895458,18.831311121366113,9.083092103956371,82.50256216895458,0.4568662239041153,0.8193005909741008,0.6712534583705108,-0.0003619615167579876,0.0385938910923826,0.0014894884296506891,0.10740997031008127,0.11192439882149989,0.012527071051554166,8.311587407661136e-06,0.030267983675003052,0.0009161508060060441,-4.531556987785734e-05,0.0464533194899559,0.0021579109597951174,1.2678095238095237,0.6662710982796989,0.44391717640283623
2,10.wav,61.5234375,35416,2213.5,0.3956228494644165,0.29657265543937683,0.08795534074306488,0.42165315818789234,0.26840081801825183,0.07203899911286674,0.23483192690093674,0.1678907366155931,0.028187299441326447,1.271192193031311,21.20139503479004,449.4991760253906,-6.178181171417236,85.0692138671875,7236.771484375,0.01104817446321249,1.686941146850586,2.8457703590393066,778.1649812430886,604.0140279647633,364832.9459782179,1047.7010597607898,787.7273144380476,620514.3219117788,20.32337367778637,7.026659626070597,49.37394550065058,20.32337367778637,7.026659626070597,49.37394550065058,0.48084783308471996,0.7856430776514842,0.617235045461696,0.02988559596227816,0.07702224747414804,0.005932426605968905,0.03243423320191564,0.01680755941391868,0.0002824940534524064,-4.294674909033347e-06,0.05976565182209015,0.0035719331353902817,2.351638613617979e-05,0.028087284415960312,0.0007888955879025161,44.37101133786848,10.264433151840874,105.35858792860999
3,100.wav,143.5546875,173028,1262.978102189781,0.5862836241722107,0.2750163972377777,0.07563401758670807,0.5707595711814637,0.3137491117593254,0.09843850512976568,0.25517602732754313,0.13497602902243902,0.018218528410666297,14.366484642028809,178.0334014892578,31695.89453125,-1.6125741004943848,77.68097686767578,6034.33447265625,0.011206069961190224,6.263255596160889,39.228370666503906,3453.036859230636,2547.2881985051104,6488677.16624341,2807.3355948899653,969.6390308020151,940199.8500546713,18.2771393321133,7.563043707461085,57.19963012096671,18.2771393321133,7.563043707461085,57.19963012096671,0.8721770579901442,1.5331253840934476,2.350473443351681,-0.009490432993626466,0.04787655573786319,0.002292164589320721,0.1737156918174342,0.2429382853769255,0.05901901050188049,0.00010264560842188075,0.21097105741500854,0.044508788734674454,5.8599420299287885e-05,0.09545913338661194,0.009112445637583733,3.822004535147392,2.3462083796297803,5.504693760644999
4,11.wav,129.19921875,161852,1274.4251968503936,0.4982340633869171,0.3214605748653412,0.10333690047264099,0.6832913344713797,0.23369207763729455,0.0546119871504353,0.27908619206943447,0.07378503052459943,0.00544423072951607,2.8842320442199707,34.37327575683594,1181.52197265625,-2.861816167831421,67.52130126953125,4559.12646484375,-0.0032933952752500772,5.412397861480713,29.294050216674805,2454.4315880202075,1630.1896083769527,2657518.159260202,2480.7632732395396,740.5072416031136,548350.974866652,18.109393759490835,8.190570782182725,67.08544973794532,18.109393759490835,8.190570782182725,67.08544973794532,0.7843966573547553,1.386094655336561,1.9212583935525795,-0.0013199660329420494,0.03233596184870388,0.0010456144286808329,0.08261004468604877,0.08268710698315324,0.006837157661243429,4.031102798762731e-05,0.04715605825185776,0.0022236937656998634,0.00032853608718141913,0.08602630347013474,0.007400524336844683,1.421061224489796,0.7741199965092161,0.5992617689954288
5,12.wav,151.99908088235293,193172,1279.2847682119204,0.2706868052482605,0.2891642451286316,0.08361596614122391,0.46818972506929746,0.2761723438737009,0.07627116352069367,0.24699338509853921,0.14942423180628378,0.022327601050898028,0.8694259524345398,5.414469242095947,29.31647491455078,-11.944326400756836,50.018096923828125,2501.81005859375,0.006720272824168205,2.280074119567871,5.198737621307373,2173.3131106359283,596.650179624431,355991.4368458658,1979.445156765022,359.72635308371173,129403.04910290726,21.52780451879974,7.097683364264048,50.377109139350615,21.52780451879974,7.097683364264048,50.377109139350615,0.834921176303288,1.0967490374075555,1.2028584510543994,-0.01281725247761442,0.07298613881384428,0.005326976458953746,0.10452336644978716,0.02993383459076471,0.0008960344533072618,7.237616227939725e-05,0.052646879106760025,0.0027716937474906445,2.683243110368494e-05,0.030651088804006577,0.0009394892258569598,2.706285714285714,1.6704086619313603,2.7902650978553174
6,13.wav,143.5546875,170882,1238.2753623188405,0.3836432695388794,0.31612837314605713,0.09993714839220047,0.4278946567793517,0.30779492922155477,0.0947377184545019,0.23984937375216409,0.16064125013217503,0.025805611244028023,5.64084529876709,54.04386901855469,2920.73974609375,1.1758936643600464,50.03111267089844,2503.112060546875,0.012508159503340721,3.9865787029266357,15.89280891418457,2072.3091150544874,1038.2225666330405,1077906.0978660982,2389.901145123846,770.0215662991789,592933.2125658407,19.91798761840958,6.660434128495511,44.36138278002775,19.91798761840958,6.660434128495511,44.36138278002775,1.2296763181081913,1.5927023229762276,2.5367006896138715,0.010964382638764182,0.08661573191024065,0.007502285014346681,0.07533779085236068,0.06679188125427846,0.0044611554014856334,-0.000515763065777719,0.1286555975675583,0.016552262008190155,-0.001627886900678277,0.062011297792196274,0.0038454008754342794,2.684226757369615,1.5573892062259742,2.4254611396691703
7,14.wav,129.19921875,154420,1235.36,0.5114250779151917,0.30292508006095886,0.09176360070705414,0.6235217393743108,0.252627364908267,0.06382058550049469,0.27591371193506536,0.08488201752754886,0.0072049568995471115,7.961145877838135,69.88143920898438,4883.416015625,3.414947509765625,41.615421295166016,1731.8433837890625,0.0038711929228156805,4.286910533905029,18.377601623535156,2900.6402337820496,1177.1993664644287,1385798.3484042522,3019.3340656106416,452.39318481658006,204659.59366848835,18.13769120350626,7.363838414367545,54.226116192915114,18.13769120350626,7.363838414367545,54.226116192915114,1.5959646835779648,2.1307920168414474,4.540274619035243,-0.0021892846123272307,0.03258978760718754,0.0010620942562815944,0.11240578288264319,0.09810055415740594,0.009623718725990136,0.002189196180552244,0.08533184230327606,0.007281523197889328,0.0009768876479938626,0.13808786869049072,0.01906825788319111,1.8912653061224494,1.0825947456943725,1.172011383405063
8,15.wav,161.4990234375,209879,1295.5493827160494,0.43323493003845215,0.3209005892276764,0.10297718644142151,0.4066550371673386,0.3138057994980211,0.09847407979859224,0.2330463314629626,0.17036061964253446,0.029022740724988297,12.522796630859375,115.81320190429688,13412.6982421875,2.5156028270721436,56.083553314208984,3145.364990234375,0.01390806119889021,4.157815456390381,17.28742790222168,2175.61158403484,1233.2689104664207,1520952.2055230325,2473.7214965238604,932.2083822202991,869012.4678817873,18.21270065429681,6.7224455562284025,45.191274256454996,18.21270065429681,6.7224455562284025,45.191274256454996,1.4505118125108694,1.8716436129604515,3.5030498139356525,0.02708843056529662,0.08950193303408213,0.008010596016837322,0.06459730402234908,0.06590787012759325,0.004343847344755699,-0.00018403302237857133,0.2142782062292099,0.0459151491522789,-0.0012920165900141,0.05582723394036293,0.0031166800763458014,2.122303854875283,1.1379294081941205,1.2948833380330214
9,16.wav,129.19921875,150673,1224.9837398373984,0.5897014737129211,0.2680729925632477,0.07186312228441238,0.5184135578564726,0.29593387402850274,0.08757685779751774,0.2411292112656379,0.15871369445559722,0.02519003680774467,13.785491943359375,128.27833557128906,16455.330078125,4.612874507904053,49.310848236083984,2431.559814453125,0.0027697221376001835,5.477217197418213,29.999906539916992,2291.3118097225974,1312.3525069707207,1722269.1025523357,2510.7019231900717,762.4687799923504,581358.6404630232,19.461978966698446,7.704567419222403,59.360359117343364,19.461978966698446,7.704567419222403,59.360359117343364,1.6278463022558,2.217535115872804,4.91746199012901,-0.00558516339710056,0.046720897680292306,0.0021828422800523432,0.07063676107778638,0.07832612431300286,0.006134981749895978,0.00013232085620984435,0.19179995357990265,0.03678721934556961,0.0016378877917304635,0.11247152835130692,0.012649844400584698,1.310766439909297,0.7602000027486997,0.577904044179123
10,17.wav,161.4990234375,154754,1105.3857142857144,0.18796463310718536,0.29198330640792847,0.0852542445063591,0.3541561667103965,0.2975508581488864,0.0885365131851387,0.21178163225493452,0.1961679728517604,0.03848187357276901,0.11169366538524628,2.301302194595337,5.29599142074585,-26.045063018798828,120.78643035888672,14589.361328125,-0.0026942198164761066,1.8458551168441772,3.4071810245513916,1357.6165889726226,833.1003455366011,694056.1857332042,1758.2080868717994,946.9564135529516,896726.4491690688,21.911646365861284,7.333679115093771,53.782849363162555,21.911646365861284,7.333679115093771,53.782849363162555,0.08180490632717709,0.18683035179758842,0.03490558035281065,0.014787322278920592,0.10481476644010791,0.010986135263894373,0.05466973744678793,0.026360878485176632,0.0006948959145102482,-4.4437780388761894e-07,0.02046932280063629,0.0004189931496512145,1.7774636944523081e-06,0.004532819148153067,2.0546451196423732e-05,8.548426303854875,4.825441091505825,23.284881727592925
