,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,1.wav,99.38401442307692,122908,1254.1632653061224,0.38003379106521606,0.29510635137557983,0.08708776533603668,0.46322184259345417,0.2748265445848094,0.07552962960842623,0.2511625630086574,0.14230495520625952,0.020250700276255532,8.30798625946045,43.812191009521484,1919.5079345703125,3.761577844619751,31.611772537231445,999.30419921875,0.010903840884566307,2.9110817909240723,8.474397659301758,2556.099015674784,887.6945220231212,788001.5644298577,2828.159063456736,457.9166578603506,209687.6655459934,19.134497840460046,6.935927311859606,48.10708767540002,19.134497840460046,6.935927311859606,48.10708767540002,2.266765151920358,2.6827471114942374,7.197132064230674,0.0014528067999304514,0.0763135984331283,0.005823765305812761,0.10438221084075078,0.06898664718329027,0.004759157489591771,-0.0002518953988328576,0.13613295555114746,0.018532181158661842,0.0005747884861193597,0.09098893404006958,0.008278986439108849,3.9938321995464854,2.12830866764451,4.5296977847707485
2,10.wav,123.046875,150967,1258.0583333333334,0.40805497765541077,0.28312262892723083,0.08015842735767365,0.4711482820473005,0.28542350364906144,0.08146657643530579,0.24254498413111522,0.1565415727727635,0.024505264006170417,10.014103889465332,62.82502365112305,3946.983642578125,6.400827407836914,42.59702682495117,1814.5067138671875,0.01403722818940878,2.6887645721435547,7.229454517364502,1692.8106439537523,693.8213507782431,481388.0667957458,2102.2423348442726,589.2624906014564,347230.2828298315,21.50994117155793,7.037813536111379,49.53081936907255,21.50994117155793,7.037813536111379,49.53081936907255,2.184987133564748,2.4479758906076,5.992585960996073,0.028119753173497436,0.07754375095236242,0.006013033311762009,0.06440739587364551,0.04798120789954961,0.0023021963114998024,-1.4814457927059266e-06,0.16782911121845245,0.02816661074757576,6.299954111455008e-05,0.06798233836889267,0.004621598403900862,6.921868480725624,3.6237036227990207,13.131227945886746
3,100.wav,112.34714673913044,140843,1280.3909090909092,0.3784632384777069,0.29213234782218933,0.08534131199121475,0.4224210600711342,0.28259258008868426,0.07985856632117942,0.23993762929016957,0.1605093996747433,0.02576326738394649,6.503105163574219,36.962520599365234,1366.2279052734375,1.2926586866378784,35.889312744140625,1288.042724609375,0.010958245024085045,2.7544448375701904,7.586966037750244,2519.696477041485,840.8343925912999,707002.4757643802,2882.882199282931,427.9419585035397,183134.31984784527,21.489459414148385,6.510547090599349,42.38722341891165,21.489459414148385,6.510547090599349,42.38722341891165,1.7831808962077993,2.214712210284324,4.904950174382476,-0.0012138230016241357,0.09675031068785611,0.009360622618196686,0.09075530911377709,0.04995759108475332,0.002495760906991424,-3.647468702183687e-06,0.1321232169866562,0.017456546425819397,1.406871888320893e-05,0.06812678277492523,0.004641258157789707,3.6025759637188215,1.8853441426179425,3.5545225361037844
4,11.wav,123.046875,153060,1286.218487394958,0.38239559531211853,0.2918076813220978,0.08515171706676483,0.5368553098169858,0.2510832112361684,0.06304277896466637,0.2731255520327234,0.09346532062831363,0.00873576616015347,6.517194747924805,28.679691314697266,822.524658203125,1.515556812286377,36.241146087646484,1313.4207763671875,0.00966575462371111,2.6266682147979736,6.899385452270508,2322.176455537963,608.015142771354,369682.41383927007,2251.4090742069143,304.6149770672719,92790.28425369458,21.365227522885114,7.557088855747474,57.10959197366266,21.365227522885114,7.557088855747474,57.10959197366266,2.4507216999232195,2.816776297296189,7.934228709009629,-0.005066786060603745,0.05700753253888565,0.0032498587661721062,0.13913993717347137,0.06402447684729982,0.004099133635570431,-2.754537945293123e-06,0.1262935996055603,0.015950074419379234,-1.1636754607025068e-05,0.08538858592510223,0.007291210349649191,3.996154195011338,1.7055036931030543,2.908742847188157
5,12.wav,92.28515625,115539,1255.858695652174,0.3725251853466034,0.29942479729652405,0.08965521305799484,0.5300692626995307,0.2594727395485755,0.0673261025688429,0.2661067487916814,0.1118951812226706,0.012520531580854297,8.844706535339355,62.39824295043945,3893.54052734375,0.7049452662467957,44.93174743652344,2018.86181640625,0.006476539187133312,3.0763280391693115,9.463793754577637,1688.1415449644246,717.8481412468218,515305.95389151695,1877.4670958563422,589.8611898463615,347936.22328696534,20.575117115698347,7.287311655531408,53.10491116484391,20.575117115698347,7.287311655531408,53.10491116484391,2.23074899373653,2.5999776858232346,6.759883966778744,-0.008846194488408949,0.06370498956115084,0.004058325694986337,0.08109380290973298,0.04791045044795108,0.002295411262125576,-0.007992665283381939,0.1460724025964737,0.021337145939469337,-0.002838320564478636,0.09100974351167679,0.008282773196697235,2.468281179138322,1.3216234400597304,1.746688517315316
6,13.wav,135.99917763157896,175676,1273.0144927536232,0.2553968131542206,0.2928816080093384,0.08577964454889297,0.38982260249582185,0.27639116385377327,0.07639207545644333,0.2254545583347742,0.18028748004064296,0.032503575459405236,5.77975606918335,34.4088020324707,1183.9656982421875,-3.8773579597473145,52.629547119140625,2769.869140625,0.008846036158502102,2.173924684524536,4.725948333740234,1201.5558065266564,576.5248641482559,332380.918981165,1688.6019156186887,423.9026936895021,179693.49371721584,24.152631641262545,7.064120434294072,49.90179751021107,24.152631641262545,7.064120434294072,49.90179751021107,1.4244466391630497,1.5203933771724707,2.311596021349911,0.038743324738878766,0.09472175392633214,0.008972210666880618,0.045729693244485295,0.0374763650365522,0.0014044779363529124,-1.1597649063332938e-06,0.14608460664749146,0.021340711042284966,-7.757889761705883e-06,0.02836255542933941,0.0008044345304369926,2.924553287981859,1.5779915416196475,2.490057305423152
7,14.wav,143.5546875,165375,1215.9926470588234,0.35629260540008545,0.2934314012527466,0.08610199391841888,0.4301008123858433,0.2734178561853185,0.07475732408097552,0.23817947420819055,0.16310693240706614,0.02660387139924324,8.944063186645508,39.9743537902832,1597.9490966796875,3.4789421558380127,28.23089027404785,796.983154296875,0.0033409532625228167,2.6264774799346924,6.898383617401123,2621.0524477836934,909.7031638134193,827559.8462521449,2649.8802305381378,531.8302471962371,282843.41183281067,21.659718379444556,7.229914571846782,52.271664716202444,21.659718379444556,7.229914571846782,52.271664716202444,2.3875019988327657,2.532933534292868,6.415752289145359,-0.02331051513317447,0.08542239608765295,0.007296985753355867,0.11375724863341719,0.05939483964168994,0.003527746976062063,-4.32680508311023e-06,0.17336849868297577,0.03005663864314556,2.3234972559293965e-06,0.06394705921411514,0.0040892260149121284,4.091356009070294,2.1320622544961525,4.545689457047217
8,15.wav,129.19921875,171104,1286.4962406015038,0.45094865560531616,0.2768246531486511,0.07663189619779587,0.5745490118650491,0.2425361015961521,0.05882376057745902,0.26981543262336893,0.10263023751116232,0.01053296565159759,13.160799026489258,66.34120178222656,4401.1552734375,6.359613418579102,32.263153076171875,1040.9111328125,0.004682616330683231,1.8508267402648926,3.4255595207214355,1948.091159143065,396.5512506392701,157252.89438356922,2059.755383938881,320.77292778214655,102895.27119793023,19.62307230970219,7.185135080488316,51.62616612486384,19.62307230970219,7.185135080488316,51.62616612486384,3.357003358082064,3.540422287690475,12.534589975175457,0.00022895880952598466,0.049605792005644654,0.0024607346005072793,0.08523021024816177,0.02724878819733035,0.0007424964582229698,-9.387128557136748e-06,0.18489080667495728,0.03418461233377457,-0.00039809232112020254,0.08785684406757355,0.007718825247138739,2.872308390022675,2.7111134200448537,7.350135976347303
9,16.wav,83.35433467741936,99498,1243.725,0.3453041613101959,0.30520984530448914,0.09315304458141327,0.4008275789346879,0.2930567815365813,0.08588227720457955,0.22680245977936545,0.17858885063565041,0.03189397757136265,8.311837196350098,47.35364532470703,2242.36767578125,3.2291595935821533,49.46379089355469,2446.66650390625,0.012441864237189293,3.287393569946289,10.80695629119873,1567.1767497892472,814.170009879579,662872.8049873138,1923.8749733966654,591.5037888268885,349876.73219656426,21.61898884099421,7.129423292826653,50.82867648829924,21.61898884099421,7.129423292826653,50.82867648829924,1.9487563515479824,2.409387799714446,5.805149569412818,0.014124096754471531,0.09564745172607306,0.009148435021691477,0.0637847616945627,0.05626378358483348,0.0031656133432809773,-2.910122748289723e-05,0.1526283323764801,0.023295409977436066,4.049864855915075e-06,0.07930980622768402,0.006290045566856861,7.17728798185941,3.725800004975978,13.881585677078997
10,17.wav,198.76802884615384,240262,1244.8808290155441,0.3426729738712311,0.28385645151138306,0.08057448267936707,0.4773296800097131,0.26003122920661975,0.06761624016270562,0.24932570923768596,0.14549922352527586,0.02117002404645819,9.381051063537598,41.50056838989258,1722.2972412109375,0.054409582167863846,45.88178634643555,2105.138427734375,0.005119460169225931,1.5483899116516113,2.3975114822387695,1174.756279350682,404.2987287194974,163457.46204420173,1719.0804736731134,400.2970733933355,160237.74696726943,22.520174199905252,7.207553051998026,51.948820997366056,22.520174199905252,7.207553051998026,51.948820997366056,2.2400149201901254,2.3235671485883937,5.3989642939991995,0.0018253658467650927,0.07621294397920379,0.005808412829977255,0.04613445270172214,0.018827051519582444,0.00035445786892101167,-2.733322048698028e-07,0.17466223239898682,0.03050689399242401,1.0290863428963348e-05,0.043188128620386124,0.0018652144353836775,17.697088435374148,14.528238309945133,211.06970839055742
11,18.wav,89.10290948275862,109180,1254.942528735632,0.25486862659454346,0.2987139821052551,0.08923004567623138,0.3514031061602805,0.29473104543559303,0.0868663891435576,0.2121544040403891,0.19576476235421086,0.03832384217960066,2.5371203422546387,19.81036949157715,392.4507141113281,-4.15910530090332,70.17841339111328,4925.00927734375,0.00209244922734797,2.8528659343719482,8.138843536376953,1168.2460691188062,904.7989143919359,818661.0754848258,1792.4420317576332,606.2119418093657,367492.9183922818,25.115707648353457,6.6968565134832145,44.84788716218256,25.115707648353457,6.6968565134832145,44.84788716218256,0.7714565490530146,0.966949839774528,0.9349919926399853,0.039943430595033975,0.1017031540165619,0.01034353153691651,0.041375978074206655,0.05061663927371896,0.0025620441713657886,-4.005927621619776e-05,0.09380772709846497,0.008799889124929905,7.252074283314869e-05,0.03105994313955307,0.0009647200349718332,3.8103945578231295,2.057986296516462,4.235307596649543
12,19.wav,89.10290948275862,92774,1174.3544303797469,0.331727534532547,0.30452558398246765,0.09273583441972733,0.4816217966988038,0.28959990705762795,0.08386810616778674,0.24697067269998976,0.14946176821999616,0.022338820159447853,4.9878010749816895,37.250003814697266,1387.562744140625,0.9975919127464294,50.301902770996094,2530.281494140625,0.011934316717088223,3.3797607421875,11.422782897949219,2014.2740727145983,1231.7395269325284,1517182.2622079686,2204.101935121018,456.10112689071286,208028.23795097816,20.078255016412946,6.784794792935035,46.03344038223836,20.078255016412946,6.784794792935035,46.03344038223836,1.5762585514097411,2.103378223082274,4.424199949336746,-0.0009431969245546457,0.0836236965172235,0.006992922619204697,0.0908573493130805,0.11550474025162771,0.013341345020595988,2.4790133466012776e-06,0.10847217589616776,0.011766212992370129,-0.00011441835522418842,0.07224966585636139,0.00522001413628459,7.236498866213151,5.147797830600795,26.49982250473825
13,2.wav,143.5546875,185271,1286.6041666666667,0.3711005747318268,0.3047698438167572,0.09288465976715088,0.47613056636060297,0.28208461285974584,0.07957172881223269,0.25063131720927545,0.14323852892038821,0.020517276167276895,4.035099029541016,31.804527282714844,1011.5279541015625,0.13825900852680206,55.88697052001953,3123.353271484375,0.003373259911313653,4.825680255889893,23.287189483642578,1836.1705237956196,1167.6261283803515,1363350.7756764889,2257.473438727743,614.6678584470634,377816.5762078992,20.36643821797769,6.4932833136387735,42.16272819117973,20.36643821797769,6.4932833136387735,42.16272819117973,1.2335398996787437,1.626411517996059,2.645214425870245,0.027108089386320443,0.07708719180155728,0.00594243513985008,0.06692873361309984,0.06846982548782446,0.004688117002333136,4.8006502765929326e-05,0.09509725123643875,0.009043486788868904,4.2439969547558576e-05,0.06866606324911118,0.0047150286845862865,2.280199546485261,1.3312670498288102,1.7722719579599038
